X,Y,Z
-2.410209970719474626e+01,9.000255282415541558e+01,-1.800000000000000000e+02
-2.359468708178012264e+01,9.000255282415541558e+01,-1.800000000000000000e+02
-2.308727445636549547e+01,9.000255282415541558e+01,-1.800000000000000000e+02
-2.257986183095086830e+01,9.000255282415541558e+01,-1.800000000000000000e+02
-2.207244920553624468e+01,9.000255282415541558e+01,-1.800000000000000000e+02
-2.156503658012161750e+01,9.000255282415541558e+01,-1.800000000000000000e+02
-2.105762395470699033e+01,9.000255282415541558e+01,-1.800000000000000000e+02
-2.055021132929236316e+01,9.000255282415541558e+01,-1.800000000000000000e+02
-2.004279870387773599e+01,9.000255282415541558e+01,-1.800000000000000000e+02
-1.953538607846311237e+01,9.000255282415541558e+01,-1.800000000000000000e+02
-1.902797345304848520e+01,9.000255282415541558e+01,-1.800000000000000000e+02
-1.852056082763385803e+01,9.000255282415541558e+01,-1.800000000000000000e+02
-1.801314820221923441e+01,9.000255282415541558e+01,-1.800000000000000000e+02
-1.750573557680460723e+01,9.000255282415541558e+01,-1.800000000000000000e+02
-1.699832295138998006e+01,9.000255282415541558e+01,-1.800000000000000000e+02
-1.649091032597535289e+01,9.000255282415541558e+01,-1.800000000000000000e+02
-1.598349770056072749e+01,9.000255282415541558e+01,-1.800000000000000000e+02
-1.547608507514610210e+01,9.000255282415541558e+01,-1.800000000000000000e+02
-1.496867244973147493e+01,9.000255282415541558e+01,-1.800000000000000000e+02
-1.446125982431684776e+01,9.000255282415541558e+01,-1.800000000000000000e+02
-1.395384719890222236e+01,9.000255282415541558e+01,-1.800000000000000000e+02
-1.344643457348759696e+01,9.000255282415541558e+01,-1.800000000000000000e+02
-1.293902194807296979e+01,9.000255282415541558e+01,-1.800000000000000000e+02
-1.243160932265834262e+01,9.000255282415541558e+01,-1.800000000000000000e+02
-1.192419669724371722e+01,9.000255282415541558e+01,-1.800000000000000000e+02
-1.141678407182909183e+01,9.000255282415541558e+01,-1.800000000000000000e+02
-1.090937144641446466e+01,9.000255282415541558e+01,-1.800000000000000000e+02
-1.040195882099983749e+01,9.000255282415541558e+01,-1.800000000000000000e+02
-9.894546195585212089e+00,9.000255282415541558e+01,-1.800000000000000000e+02
-9.387133570170586694e+00,9.000255282415541558e+01,-1.800000000000000000e+02
-8.879720944755959522e+00,9.000255282415541558e+01,-1.800000000000000000e+02
-8.372308319341332350e+00,9.000255282415541558e+01,-1.800000000000000000e+02
-7.864895693926705178e+00,9.000255282415541558e+01,-1.800000000000000000e+02
-7.357483068512081559e+00,9.000255282415541558e+01,-1.800000000000000000e+02
-6.850070443097454387e+00,9.000255282415541558e+01,-1.800000000000000000e+02
-6.342657817682827215e+00,9.000255282415541558e+01,-1.800000000000000000e+02
-5.835245192268203596e+00,9.000255282415541558e+01,-1.800000000000000000e+02
-5.327832566853576424e+00,9.000255282415541558e+01,-1.800000000000000000e+02
-4.820419941438949252e+00,9.000255282415541558e+01,-1.800000000000000000e+02
-4.313007316024322080e+00,9.000255282415541558e+01,-1.800000000000000000e+02
-3.805594690609694908e+00,9.000255282415541558e+01,-1.800000000000000000e+02
-3.298182065195071289e+00,9.000255282415541558e+01,-1.800000000000000000e+02
-2.790769439780444117e+00,9.000255282415541558e+01,-1.800000000000000000e+02
-2.283356814365816945e+00,9.000255282415541558e+01,-1.800000000000000000e+02
-1.775944188951193325e+00,9.000255282415541558e+01,-1.800000000000000000e+02
-1.268531563536566154e+00,9.000255282415541558e+01,-1.800000000000000000e+02
-7.611189381219389816e-01,9.000255282415541558e+01,-1.800000000000000000e+02
-2.537063127073118096e-01,9.000255282415541558e+01,-1.800000000000000000e+02
2.537063127073153623e-01,9.000255282415541558e+01,-1.800000000000000000e+02
7.611189381219389816e-01,9.000255282415541558e+01,-1.800000000000000000e+02
1.268531563536566154e+00,9.000255282415541558e+01,-1.800000000000000000e+02
1.775944188951193325e+00,9.000255282415541558e+01,-1.800000000000000000e+02
2.283356814365816945e+00,9.000255282415541558e+01,-1.800000000000000000e+02
2.790769439780444117e+00,9.000255282415541558e+01,-1.800000000000000000e+02
3.298182065195071289e+00,9.000255282415541558e+01,-1.800000000000000000e+02
3.805594690609698461e+00,9.000255282415541558e+01,-1.800000000000000000e+02
4.313007316024325632e+00,9.000255282415541558e+01,-1.800000000000000000e+02
4.820419941438949252e+00,9.000255282415541558e+01,-1.800000000000000000e+02
5.327832566853576424e+00,9.000255282415541558e+01,-1.800000000000000000e+02
5.835245192268203596e+00,9.000255282415541558e+01,-1.800000000000000000e+02
6.342657817682827215e+00,9.000255282415541558e+01,-1.800000000000000000e+02
6.850070443097454387e+00,9.000255282415541558e+01,-1.800000000000000000e+02
7.357483068512081559e+00,9.000255282415541558e+01,-1.800000000000000000e+02
7.864895693926705178e+00,9.000255282415541558e+01,-1.800000000000000000e+02
8.372308319341335903e+00,9.000255282415541558e+01,-1.800000000000000000e+02
8.879720944755959522e+00,9.000255282415541558e+01,-1.800000000000000000e+02
9.387133570170590247e+00,9.000255282415541558e+01,-1.800000000000000000e+02
9.894546195585213866e+00,9.000255282415541558e+01,-1.800000000000000000e+02
1.040195882099983749e+01,9.000255282415541558e+01,-1.800000000000000000e+02
1.090937144641446821e+01,9.000255282415541558e+01,-1.800000000000000000e+02
1.141678407182909183e+01,9.000255282415541558e+01,-1.800000000000000000e+02
1.192419669724371545e+01,9.000255282415541558e+01,-1.800000000000000000e+02
1.243160932265834617e+01,9.000255282415541558e+01,-1.800000000000000000e+02
1.293902194807296979e+01,9.000255282415541558e+01,-1.800000000000000000e+02
1.344643457348759341e+01,9.000255282415541558e+01,-1.800000000000000000e+02
1.395384719890222414e+01,9.000255282415541558e+01,-1.800000000000000000e+02
1.446125982431684776e+01,9.000255282415541558e+01,-1.800000000000000000e+02
1.496867244973147848e+01,9.000255282415541558e+01,-1.800000000000000000e+02
1.547608507514610210e+01,9.000255282415541558e+01,-1.800000000000000000e+02
1.598349770056072572e+01,9.000255282415541558e+01,-1.800000000000000000e+02
1.649091032597535644e+01,9.000255282415541558e+01,-1.800000000000000000e+02
1.699832295138998006e+01,9.000255282415541558e+01,-1.800000000000000000e+02
1.750573557680461079e+01,9.000255282415541558e+01,-1.800000000000000000e+02
1.801314820221923441e+01,9.000255282415541558e+01,-1.800000000000000000e+02
1.852056082763385803e+01,9.000255282415541558e+01,-1.800000000000000000e+02
1.902797345304848875e+01,9.000255282415541558e+01,-1.800000000000000000e+02
1.953538607846311237e+01,9.000255282415541558e+01,-1.800000000000000000e+02
2.004279870387773599e+01,9.000255282415541558e+01,-1.800000000000000000e+02
2.055021132929236671e+01,9.000255282415541558e+01,-1.800000000000000000e+02
2.105762395470699033e+01,9.000255282415541558e+01,-1.800000000000000000e+02
2.156503658012161395e+01,9.000255282415541558e+01,-1.800000000000000000e+02
2.207244920553624468e+01,9.000255282415541558e+01,-1.800000000000000000e+02
2.257986183095086830e+01,9.000255282415541558e+01,-1.800000000000000000e+02
2.308727445636549902e+01,9.000255282415541558e+01,-1.800000000000000000e+02
2.359468708178012264e+01,9.000255282415541558e+01,-1.800000000000000000e+02
2.410209970719474626e+01,9.000255282415541558e+01,-1.800000000000000000e+02
2.460951233260937698e+01,9.000255282415541558e+01,-1.800000000000000000e+02
2.511692495802400060e+01,9.000255282415541558e+01,-1.800000000000000000e+02
5.490844231690789456e+01,8.500255282415541558e+01,-1.800000000000000000e+02
5.379918085596025890e+01,8.500255282415541558e+01,-1.800000000000000000e+02
5.268991939501262323e+01,8.500255282415541558e+01,-1.800000000000000000e+02
5.158065793406499466e+01,8.500255282415541558e+01,-1.800000000000000000e+02
5.047139647311735899e+01,8.500255282415541558e+01,-1.800000000000000000e+02
4.936213501216972332e+01,8.500255282415541558e+01,-1.800000000000000000e+02
4.825287355122208766e+01,8.500255282415541558e+01,-1.800000000000000000e+02
4.714361209027445199e+01,8.500255282415541558e+01,-1.800000000000000000e+02
4.603435062932682342e+01,8.500255282415541558e+01,-1.800000000000000000e+02
4.492508916837918775e+01,8.500255282415541558e+01,-1.800000000000000000e+02
4.381582770743155208e+01,8.500255282415541558e+01,-1.800000000000000000e+02
4.270656624648391642e+01,8.500255282415541558e+01,-1.800000000000000000e+02
4.159730478553628075e+01,8.500255282415541558e+01,-1.800000000000000000e+02
4.048804332458864508e+01,8.500255282415541558e+01,-1.800000000000000000e+02
3.937878186364100941e+01,8.500255282415541558e+01,-1.800000000000000000e+02
3.826952040269338084e+01,8.500255282415541558e+01,-1.800000000000000000e+02
3.716025894174574518e+01,8.500255282415541558e+01,-1.800000000000000000e+02
3.605099748079810951e+01,8.500255282415541558e+01,-1.800000000000000000e+02
3.494173601985048094e+01,8.500255282415541558e+01,-1.800000000000000000e+02
3.383247455890284527e+01,8.500255282415541558e+01,-1.800000000000000000e+02
3.272321309795520961e+01,8.500255282415541558e+01,-1.800000000000000000e+02
3.161395163700757394e+01,8.500255282415541558e+01,-1.800000000000000000e+02
3.050469017605993827e+01,8.500255282415541558e+01,-1.800000000000000000e+02
2.939542871511230615e+01,8.500255282415541558e+01,-1.800000000000000000e+02
2.828616725416467048e+01,8.500255282415541558e+01,-1.800000000000000000e+02
2.717690579321703481e+01,8.500255282415541558e+01,-1.800000000000000000e+02
2.606764433226940270e+01,8.500255282415541558e+01,-1.800000000000000000e+02
2.495838287132176703e+01,8.500255282415541558e+01,-1.800000000000000000e+02
2.384912141037413136e+01,8.500255282415541558e+01,-1.800000000000000000e+02
2.273985994942649569e+01,8.500255282415541558e+01,-1.800000000000000000e+02
2.163059848847886713e+01,8.500255282415541558e+01,-1.800000000000000000e+02
2.052133702753123146e+01,8.500255282415541558e+01,-1.800000000000000000e+02
1.941207556658359579e+01,8.500255282415541558e+01,-1.800000000000000000e+02
1.830281410563596012e+01,8.500255282415541558e+01,-1.800000000000000000e+02
1.719355264468832445e+01,8.500255282415541558e+01,-1.800000000000000000e+02
1.608429118374069589e+01,8.500255282415541558e+01,-1.800000000000000000e+02
1.497502972279306022e+01,8.500255282415541558e+01,-1.800000000000000000e+02
1.386576826184542455e+01,8.500255282415541558e+01,-1.800000000000000000e+02
1.275650680089778888e+01,8.500255282415541558e+01,-1.800000000000000000e+02
1.164724533995015321e+01,8.500255282415541558e+01,-1.800000000000000000e+02
1.053798387900252465e+01,8.500255282415541558e+01,-1.800000000000000000e+02
9.428722418054888976e+00,8.500255282415541558e+01,-1.800000000000000000e+02
8.319460957107253307e+00,8.500255282415541558e+01,-1.800000000000000000e+02
7.210199496159617638e+00,8.500255282415541558e+01,-1.800000000000000000e+02
6.100938035211981969e+00,8.500255282415541558e+01,-1.800000000000000000e+02
4.991676574264346300e+00,8.500255282415541558e+01,-1.800000000000000000e+02
3.882415113316717736e+00,8.500255282415541558e+01,-1.800000000000000000e+02
2.773153652369082067e+00,8.500255282415541558e+01,-1.800000000000000000e+02
1.663892191421446398e+00,8.500255282415541558e+01,-1.800000000000000000e+02
5.546307304738107291e-01,8.500255282415541558e+01,-1.800000000000000000e+02
-5.546307304738249400e-01,8.500255282415541558e+01,-1.800000000000000000e+02
-1.663892191421453504e+00,8.500255282415541558e+01,-1.800000000000000000e+02
-2.773153652369089173e+00,8.500255282415541558e+01,-1.800000000000000000e+02
-3.882415113316724842e+00,8.500255282415541558e+01,-1.800000000000000000e+02
-4.991676574264360511e+00,8.500255282415541558e+01,-1.800000000000000000e+02
-6.100938035211996180e+00,8.500255282415541558e+01,-1.800000000000000000e+02
-7.210199496159631849e+00,8.500255282415541558e+01,-1.800000000000000000e+02
-8.319460957107260413e+00,8.500255282415541558e+01,-1.800000000000000000e+02
-9.428722418054903187e+00,8.500255282415541558e+01,-1.800000000000000000e+02
-1.053798387900252465e+01,8.500255282415541558e+01,-1.800000000000000000e+02
-1.164724533995016031e+01,8.500255282415541558e+01,-1.800000000000000000e+02
-1.275650680089779598e+01,8.500255282415541558e+01,-1.800000000000000000e+02
-1.386576826184543165e+01,8.500255282415541558e+01,-1.800000000000000000e+02
-1.497502972279306732e+01,8.500255282415541558e+01,-1.800000000000000000e+02
-1.608429118374070299e+01,8.500255282415541558e+01,-1.800000000000000000e+02
-1.719355264468833866e+01,8.500255282415541558e+01,-1.800000000000000000e+02
-1.830281410563597433e+01,8.500255282415541558e+01,-1.800000000000000000e+02
-1.941207556658361000e+01,8.500255282415541558e+01,-1.800000000000000000e+02
-2.052133702753124567e+01,8.500255282415541558e+01,-1.800000000000000000e+02
-2.163059848847888134e+01,8.500255282415541558e+01,-1.800000000000000000e+02
-2.273985994942650279e+01,8.500255282415541558e+01,-1.800000000000000000e+02
-2.384912141037413846e+01,8.500255282415541558e+01,-1.800000000000000000e+02
-2.495838287132177413e+01,8.500255282415541558e+01,-1.800000000000000000e+02
-2.606764433226940980e+01,8.500255282415541558e+01,-1.800000000000000000e+02
-2.717690579321704547e+01,8.500255282415541558e+01,-1.800000000000000000e+02
-2.828616725416468114e+01,8.500255282415541558e+01,-1.800000000000000000e+02
-2.939542871511231681e+01,8.500255282415541558e+01,-1.800000000000000000e+02
-3.050469017605995248e+01,8.500255282415541558e+01,-1.800000000000000000e+02
-3.161395163700758815e+01,8.500255282415541558e+01,-1.800000000000000000e+02
-3.272321309795522382e+01,8.500255282415541558e+01,-1.800000000000000000e+02
-3.383247455890284527e+01,8.500255282415541558e+01,-1.800000000000000000e+02
-3.494173601985048094e+01,8.500255282415541558e+01,-1.800000000000000000e+02
-3.605099748079811661e+01,8.500255282415541558e+01,-1.800000000000000000e+02
-3.716025894174575228e+01,8.500255282415541558e+01,-1.800000000000000000e+02
-3.826952040269338795e+01,8.500255282415541558e+01,-1.800000000000000000e+02
-3.937878186364102362e+01,8.500255282415541558e+01,-1.800000000000000000e+02
-4.048804332458865929e+01,8.500255282415541558e+01,-1.800000000000000000e+02
-4.159730478553629496e+01,8.500255282415541558e+01,-1.800000000000000000e+02
-4.270656624648393063e+01,8.500255282415541558e+01,-1.800000000000000000e+02
-4.381582770743156630e+01,8.500255282415541558e+01,-1.800000000000000000e+02
-4.492508916837920196e+01,8.500255282415541558e+01,-1.800000000000000000e+02
-4.603435062932682342e+01,8.500255282415541558e+01,-1.800000000000000000e+02
-4.714361209027445909e+01,8.500255282415541558e+01,-1.800000000000000000e+02
-4.825287355122209476e+01,8.500255282415541558e+01,-1.800000000000000000e+02
-4.936213501216973043e+01,8.500255282415541558e+01,-1.800000000000000000e+02
-5.047139647311736610e+01,8.500255282415541558e+01,-1.800000000000000000e+02
-5.158065793406500177e+01,8.500255282415541558e+01,-1.800000000000000000e+02
-5.268991939501263744e+01,8.500255282415541558e+01,-1.800000000000000000e+02
-5.379918085596027311e+01,8.500255282415541558e+01,-1.800000000000000000e+02
-5.490844231690789456e+01,8.500255282415541558e+01,-1.800000000000000000e+02
-6.677929974821225301e+01,8.000255282415541558e+01,-1.800000000000000000e+02
-6.543022298562210892e+01,8.000255282415541558e+01,-1.800000000000000000e+02
-6.408114622303196484e+01,8.000255282415541558e+01,-1.800000000000000000e+02
-6.273206946044181365e+01,8.000255282415541558e+01,-1.800000000000000000e+02
-6.138299269785166956e+01,8.000255282415541558e+01,-1.800000000000000000e+02
-6.003391593526151837e+01,8.000255282415541558e+01,-1.800000000000000000e+02
-5.868483917267137429e+01,8.000255282415541558e+01,-1.800000000000000000e+02
-5.733576241008123020e+01,8.000255282415541558e+01,-1.800000000000000000e+02
-5.598668564749107901e+01,8.000255282415541558e+01,-1.800000000000000000e+02
-5.463760888490093492e+01,8.000255282415541558e+01,-1.800000000000000000e+02
-5.328853212231078373e+01,8.000255282415541558e+01,-1.800000000000000000e+02
-5.193945535972063965e+01,8.000255282415541558e+01,-1.800000000000000000e+02
-5.059037859713049556e+01,8.000255282415541558e+01,-1.800000000000000000e+02
-4.924130183454035148e+01,8.000255282415541558e+01,-1.800000000000000000e+02
-4.789222507195020029e+01,8.000255282415541558e+01,-1.800000000000000000e+02
-4.654314830936005620e+01,8.000255282415541558e+01,-1.800000000000000000e+02
-4.519407154676990501e+01,8.000255282415541558e+01,-1.800000000000000000e+02
-4.384499478417976093e+01,8.000255282415541558e+01,-1.800000000000000000e+02
-4.249591802158961684e+01,8.000255282415541558e+01,-1.800000000000000000e+02
-4.114684125899947276e+01,8.000255282415541558e+01,-1.800000000000000000e+02
-3.979776449640932157e+01,8.000255282415541558e+01,-1.800000000000000000e+02
-3.844868773381917748e+01,8.000255282415541558e+01,-1.800000000000000000e+02
-3.709961097122902629e+01,8.000255282415541558e+01,-1.800000000000000000e+02
-3.575053420863888221e+01,8.000255282415541558e+01,-1.800000000000000000e+02
-3.440145744604873812e+01,8.000255282415541558e+01,-1.800000000000000000e+02
-3.305238068345858693e+01,8.000255282415541558e+01,-1.800000000000000000e+02
-3.170330392086844284e+01,8.000255282415541558e+01,-1.800000000000000000e+02
-3.035422715827829876e+01,8.000255282415541558e+01,-1.800000000000000000e+02
-2.900515039568814757e+01,8.000255282415541558e+01,-1.800000000000000000e+02
-2.765607363309800348e+01,8.000255282415541558e+01,-1.800000000000000000e+02
-2.630699687050785940e+01,8.000255282415541558e+01,-1.800000000000000000e+02
-2.495792010791770821e+01,8.000255282415541558e+01,-1.800000000000000000e+02
-2.360884334532756412e+01,8.000255282415541558e+01,-1.800000000000000000e+02
-2.225976658273742004e+01,8.000255282415541558e+01,-1.800000000000000000e+02
-2.091068982014726885e+01,8.000255282415541558e+01,-1.800000000000000000e+02
-1.956161305755712476e+01,8.000255282415541558e+01,-1.800000000000000000e+02
-1.821253629496698068e+01,8.000255282415541558e+01,-1.800000000000000000e+02
-1.686345953237682949e+01,8.000255282415541558e+01,-1.800000000000000000e+02
-1.551438276978668540e+01,8.000255282415541558e+01,-1.800000000000000000e+02
-1.416530600719654132e+01,8.000255282415541558e+01,-1.800000000000000000e+02
-1.281622924460639013e+01,8.000255282415541558e+01,-1.800000000000000000e+02
-1.146715248201624604e+01,8.000255282415541558e+01,-1.800000000000000000e+02
-1.011807571942610195e+01,8.000255282415541558e+01,-1.800000000000000000e+02
-8.768998956835950764e+00,8.000255282415541558e+01,-1.800000000000000000e+02
-7.419922194245806679e+00,8.000255282415541558e+01,-1.800000000000000000e+02
-6.070845431655662594e+00,8.000255282415541558e+01,-1.800000000000000000e+02
-4.721768669065511403e+00,8.000255282415541558e+01,-1.800000000000000000e+02
-3.372691906475367318e+00,8.000255282415541558e+01,-1.800000000000000000e+02
-2.023615143885223233e+00,8.000255282415541558e+01,-1.800000000000000000e+02
-6.745383812950791480e-01,8.000255282415541558e+01,-1.800000000000000000e+02
6.745383812950791480e-01,8.000255282415541558e+01,-1.800000000000000000e+02
2.023615143885223233e+00,8.000255282415541558e+01,-1.800000000000000000e+02
3.372691906475367318e+00,8.000255282415541558e+01,-1.800000000000000000e+02
4.721768669065511403e+00,8.000255282415541558e+01,-1.800000000000000000e+02
6.070845431655655489e+00,8.000255282415541558e+01,-1.800000000000000000e+02
7.419922194245799574e+00,8.000255282415541558e+01,-1.800000000000000000e+02
8.768998956835957870e+00,8.000255282415541558e+01,-1.800000000000000000e+02
1.011807571942610195e+01,8.000255282415541558e+01,-1.800000000000000000e+02
1.146715248201624604e+01,8.000255282415541558e+01,-1.800000000000000000e+02
1.281622924460639013e+01,8.000255282415541558e+01,-1.800000000000000000e+02
1.416530600719653421e+01,8.000255282415541558e+01,-1.800000000000000000e+02
1.551438276978667830e+01,8.000255282415541558e+01,-1.800000000000000000e+02
1.686345953237683659e+01,8.000255282415541558e+01,-1.800000000000000000e+02
1.821253629496698068e+01,8.000255282415541558e+01,-1.800000000000000000e+02
1.956161305755712476e+01,8.000255282415541558e+01,-1.800000000000000000e+02
2.091068982014726885e+01,8.000255282415541558e+01,-1.800000000000000000e+02
2.225976658273741293e+01,8.000255282415541558e+01,-1.800000000000000000e+02
2.360884334532757123e+01,8.000255282415541558e+01,-1.800000000000000000e+02
2.495792010791771531e+01,8.000255282415541558e+01,-1.800000000000000000e+02
2.630699687050785940e+01,8.000255282415541558e+01,-1.800000000000000000e+02
2.765607363309800348e+01,8.000255282415541558e+01,-1.800000000000000000e+02
2.900515039568814757e+01,8.000255282415541558e+01,-1.800000000000000000e+02
